MQ2,MQ3,MQ5,MQ6,MQ7,MQ8,MQ135,label,timestamp
1285.35,297.8,185.06,279.49,57.26,453.92,156.95,Smoke,2024-01-01 00:40:44
382.69,300.76,421.88,319.49,64.95,1226.73,160.74,Combined,2024-01-01 00:40:46
1084.42,189.6,139.28,220.93,87.47,470.62,280.5,Smoke,2024-01-01 00:40:48
131.83,198.87,177.32,63.24,12.57,174.53,374.03,Perfume,2024-01-01 00:40:50
196.77,105.66,117.55,188.37,18.08,349.76,56.12,No Gas,2024-01-01 00:40:52
128.52,145.36,207.0,169.14,10.47,431.81,55.92,No Gas,2024-01-01 00:40:54
413.61,231.68,153.49,287.64,70.27,668.61,407.65,Combined,2024-01-01 00:40:56
724.56,113.89,345.99,143.62,44.54,606.3,221.22,Smoke,2024-01-01 00:40:58
819.81,475.09,210.54,293.6,22.37,582.82,151.35,Combined,2024-01-01 00:41:00
307.75,180.02,192.58,74.81,21.4,413.9,60.02,No Gas,2024-01-01 00:41:02
259.48,218.8,81.35,244.05,14.33,355.92,57.83,No Gas,2024-01-01 00:41:04
173.15,88.82,146.13,126.77,16.27,389.16,95.78,No Gas,2024-01-01 00:41:06
358.17,146.33,110.78,246.93,7.14,141.28,530.24,Perfume,2024-01-01 00:41:08
214.84,99.73,131.62,146.08,16.2,233.71,109.94,No Gas,2024-01-01 00:41:10
513.43,147.92,439.1,246.25,60.42,557.63,309.39,Combined,2024-01-01 00:41:12
592.72,241.04,327.95,299.46,47.95,862.08,424.91,Smoke,2024-01-01 00:41:14
962.1,206.15,134.26,253.2,21.67,283.91,228.71,Combined,2024-01-01 00:41:16
204.45,76.18,102.77,118.96,18.24,214.55,133.86,No Gas,2024-01-01 00:41:18
885.7,283.68,198.21,550.89,41.5,584.09,339.33,Combined,2024-01-01 00:41:20
379.5,372.1,254.33,195.29,12.97,179.26,193.33,Perfume,2024-01-01 00:41:22
333.54,682.79,87.95,205.7,12.41,403.97,129.53,Perfume,2024-01-01 00:41:24
939.43,342.58,233.6,220.32,103.16,1114.6,130.01,Combined,2024-01-01 00:41:26
248.33,558.94,277.71,176.91,24.77,127.35,248.38,Perfume,2024-01-01 00:41:28
172.56,450.31,231.78,182.02,17.46,206.8,89.26,Perfume,2024-01-01 00:41:30
263.89,61.52,99.48,165.7,19.12,148.3,62.4,No Gas,2024-01-01 00:41:32
159.25,130.8,212.15,186.62,11.0,206.35,60.17,No Gas,2024-01-01 00:41:34
648.89,212.4,198.42,161.02,18.39,634.78,190.56,Combined,2024-01-01 00:41:36
184.09,399.29,182.26,184.56,8.71,203.22,230.01,Perfume,2024-01-01 00:41:38
193.67,100.52,243.75,151.56,6.01,203.7,259.15,Perfume,2024-01-01 00:41:40
833.39,101.7,337.05,128.66,57.18,533.85,115.35,Smoke,2024-01-01 00:41:42
206.5,136.42,236.68,168.66,23.01,197.59,90.57,No Gas,2024-01-01 00:41:44
234.27,187.35,254.92,163.91,16.23,285.32,54.17,No Gas,2024-01-01 00:41:46
353.48,312.46,160.08,169.15,9.74,210.37,143.31,Perfume,2024-01-01 00:41:48
401.0,206.89,197.0,343.27,90.97,716.72,194.71,Smoke,2024-01-01 00:41:50
235.09,107.76,174.28,154.33,14.69,125.59,85.07,No Gas,2024-01-01 00:41:52
594.29,110.23,380.68,153.22,51.47,238.83,315.46,Smoke,2024-01-01 00:41:54
213.98,121.0,194.57,134.4,23.41,278.83,47.3,No Gas,2024-01-01 00:41:56
532.07,93.29,238.82,207.29,33.64,515.0,191.87,Smoke,2024-01-01 00:41:58
336.93,43.03,223.52,205.28,6.36,360.58,40.63,No Gas,2024-01-01 00:42:00
223.92,631.29,138.36,198.56,18.98,291.49,319.4,Perfume,2024-01-01 00:42:02
169.92,112.56,227.19,161.63,9.29,214.0,117.1,No Gas,2024-01-01 00:42:04
803.08,207.69,167.76,101.37,62.24,126.37,104.52,Smoke,2024-01-01 00:42:06
232.69,92.09,168.82,102.73,18.87,98.37,120.09,No Gas,2024-01-01 00:42:08
217.98,155.24,233.32,155.96,8.45,166.88,51.96,No Gas,2024-01-01 00:42:10
279.54,147.51,158.95,116.34,12.1,106.34,106.06,No Gas,2024-01-01 00:42:12
571.02,128.54,166.99,318.75,114.37,561.67,119.63,Smoke,2024-01-01 00:42:14
189.57,371.43,363.6,148.93,5.61,249.69,390.73,Perfume,2024-01-01 00:42:16
291.13,155.94,132.49,113.18,20.17,381.7,93.03,No Gas,2024-01-01 00:42:18
174.14,419.66,72.62,185.28,8.72,338.12,453.18,Perfume,2024-01-01 00:42:20
1248.3,232.1,516.86,306.17,27.33,934.35,125.9,Combined,2024-01-01 00:42:22
157.22,406.8,146.26,161.58,9.73,268.19,333.11,Perfume,2024-01-01 00:42:24
165.15,183.08,134.12,101.03,14.85,220.91,44.14,No Gas,2024-01-01 00:42:26
683.04,227.93,190.55,208.3,18.86,462.88,124.43,Smoke,2024-01-01 00:42:28
293.57,188.87,232.8,171.58,26.46,231.57,121.49,No Gas,2024-01-01 00:42:30
264.44,52.34,118.23,229.21,10.82,396.37,102.68,No Gas,2024-01-01 00:42:32
1450.53,183.72,270.16,390.2,74.39,727.74,232.93,Combined,2024-01-01 00:42:34
264.74,166.73,126.53,221.78,10.95,352.64,120.68,No Gas,2024-01-01 00:42:36
449.21,220.28,130.61,129.58,15.65,602.93,234.51,Smoke,2024-01-01 00:42:38
163.51,441.03,227.1,124.86,23.23,295.9,265.96,Perfume,2024-01-01 00:42:40
280.29,285.89,69.27,267.27,22.36,447.36,355.38,Perfume,2024-01-01 00:42:42
1084.33,211.29,214.42,261.38,61.91,242.75,291.77,Smoke,2024-01-01 00:42:44
229.83,172.07,150.79,152.6,12.55,254.62,62.36,No Gas,2024-01-01 00:42:46
200.95,70.14,252.6,200.03,22.4,348.16,114.02,No Gas,2024-01-01 00:42:48
695.16,198.21,296.45,214.73,69.07,554.04,245.81,Smoke,2024-01-01 00:42:50
213.17,156.98,223.36,200.72,19.82,281.37,46.38,No Gas,2024-01-01 00:42:52
249.65,122.83,85.02,127.22,8.21,162.84,45.61,No Gas,2024-01-01 00:42:54
182.25,135.47,216.85,69.66,15.17,213.13,36.78,No Gas,2024-01-01 00:42:56
112.92,190.35,261.38,120.01,6.18,310.73,31.39,No Gas,2024-01-01 00:42:58
171.99,61.01,149.15,174.98,12.39,168.22,48.73,No Gas,2024-01-01 00:43:00
218.09,236.21,90.2,107.08,17.49,226.82,35.35,No Gas,2024-01-01 00:43:02
965.14,144.47,263.47,148.83,36.55,468.61,85.18,Smoke,2024-01-01 00:43:04
241.52,269.29,195.75,102.19,17.95,94.29,166.67,Perfume,2024-01-01 00:43:06
952.47,263.27,585.84,443.37,75.82,580.09,330.05,Combined,2024-01-01 00:43:08
234.46,74.14,267.29,79.66,17.69,134.92,110.54,No Gas,2024-01-01 00:43:10
179.72,158.54,162.16,67.85,5.1,152.84,119.32,No Gas,2024-01-01 00:43:12
279.27,149.68,224.4,101.99,22.06,362.72,45.59,No Gas,2024-01-01 00:43:14
193.38,334.2,115.6,240.93,15.96,83.56,160.22,Perfume,2024-01-01 00:43:16
150.26,218.3,167.85,100.76,20.68,106.06,153.87,Perfume,2024-01-01 00:43:18
96.61,147.43,235.85,204.84,22.35,374.32,49.64,No Gas,2024-01-01 00:43:20
900.56,249.49,349.26,512.96,99.42,1152.64,169.36,Combined,2024-01-01 00:43:22
171.13,74.57,142.57,150.19,8.66,277.24,77.04,No Gas,2024-01-01 00:43:24
448.12,201.72,300.29,137.17,95.1,617.71,376.27,Smoke,2024-01-01 00:43:26
114.91,565.8,199.26,187.14,18.51,158.22,156.16,Perfume,2024-01-01 00:43:28
781.64,379.05,361.63,255.55,31.05,590.17,116.13,Combined,2024-01-01 00:43:30
264.69,175.37,193.62,181.03,21.17,366.04,188.21,Perfume,2024-01-01 00:43:32
882.38,85.17,304.45,409.31,24.02,601.5,121.82,Combined,2024-01-01 00:43:34
204.83,68.92,199.88,131.1,10.56,145.55,51.67,No Gas,2024-01-01 00:43:36
1202.23,419.24,433.2,419.46,26.45,589.82,321.56,Combined,2024-01-01 00:43:38
276.04,106.76,220.87,228.57,5.63,314.55,63.27,No Gas,2024-01-01 00:43:40
539.76,245.3,349.65,269.85,27.96,474.81,222.02,Combined,2024-01-01 00:43:42
762.3,261.71,236.99,147.97,67.71,466.18,119.7,Smoke,2024-01-01 00:43:44
545.75,497.36,285.24,220.76,25.7,1020.43,328.64,Combined,2024-01-01 00:43:46
1036.85,45.05,269.05,357.76,112.95,499.31,324.19,Smoke,2024-01-01 00:43:48
202.26,548.52,208.78,174.15,16.09,118.02,384.83,Perfume,2024-01-01 00:43:50
736.36,166.99,246.51,178.25,22.94,330.65,90.61,Smoke,2024-01-01 00:43:52
255.21,183.21,208.37,290.03,11.98,116.96,309.77,Perfume,2024-01-01 00:43:54
216.29,158.74,214.03,87.72,11.03,250.38,105.37,No Gas,2024-01-01 00:43:56
209.73,110.46,159.67,133.45,18.32,293.82,125.34,No Gas,2024-01-01 00:43:58
172.13,108.19,126.52,248.34,16.96,280.72,28.67,No Gas,2024-01-01 00:44:00
306.11,197.48,186.27,113.64,17.44,214.43,46.1,No Gas,2024-01-01 00:44:02
416.57,128.29,467.07,320.93,58.3,589.86,128.74,Combined,2024-01-01 00:44:04
168.07,67.98,185.47,93.22,22.02,111.59,67.02,No Gas,2024-01-01 00:44:06
887.5,381.2,390.42,150.96,46.12,498.11,363.18,Combined,2024-01-01 00:44:08
193.14,177.13,97.14,133.83,13.69,347.8,98.74,No Gas,2024-01-01 00:44:10
160.51,125.7,236.78,85.91,17.43,356.43,35.15,No Gas,2024-01-01 00:44:12
290.5,487.35,215.46,137.09,23.89,282.45,156.06,Perfume,2024-01-01 00:44:14
123.43,251.66,167.97,239.15,15.74,286.31,305.27,Perfume,2024-01-01 00:44:16
473.35,125.36,446.88,317.98,49.4,462.19,330.57,Smoke,2024-01-01 00:44:18
1102.39,110.13,108.63,316.58,108.03,729.65,238.78,Smoke,2024-01-01 00:44:20
267.16,457.09,139.99,203.96,6.99,333.85,355.76,Perfume,2024-01-01 00:44:22
280.31,176.68,87.28,247.35,21.7,110.38,50.67,No Gas,2024-01-01 00:44:24
1229.93,323.05,466.31,294.13,65.09,496.53,281.95,Combined,2024-01-01 00:44:26
887.88,202.08,341.38,177.05,36.74,1143.12,192.69,Combined,2024-01-01 00:44:28
159.72,374.21,268.62,90.63,15.54,335.92,302.04,Perfume,2024-01-01 00:44:30
131.39,97.05,85.68,82.96,9.18,373.38,97.36,No Gas,2024-01-01 00:44:32
221.66,460.42,178.8,80.36,26.49,225.21,186.11,Perfume,2024-01-01 00:44:34
154.28,158.82,221.82,133.57,5.71,306.72,135.49,No Gas,2024-01-01 00:44:36
241.72,156.6,188.9,185.45,14.29,163.32,59.05,No Gas,2024-01-01 00:44:38
92.79,58.64,235.68,119.12,14.54,231.39,34.72,No Gas,2024-01-01 00:44:40
785.44,238.47,237.19,447.34,18.96,317.82,84.6,Smoke,2024-01-01 00:44:42
882.11,322.09,251.08,270.29,52.04,397.7,185.37,Combined,2024-01-01 00:44:44
182.24,449.03,124.91,213.69,6.42,327.9,376.75,Perfume,2024-01-01 00:44:46
163.37,200.11,142.02,327.78,8.93,242.18,324.12,Perfume,2024-01-01 00:44:48
570.66,116.54,355.19,157.85,30.63,239.24,72.24,Smoke,2024-01-01 00:44:50
270.15,167.72,178.75,204.09,10.79,115.26,49.94,No Gas,2024-01-01 00:44:52
218.44,180.75,78.47,112.42,7.04,172.14,74.38,No Gas,2024-01-01 00:44:54
1036.28,549.97,253.35,518.14,53.67,787.39,300.54,Combined,2024-01-01 00:44:56
223.17,73.51,149.43,119.74,12.58,155.21,52.51,No Gas,2024-01-01 00:44:58
576.01,264.62,577.21,229.33,37.58,1006.65,363.98,Combined,2024-01-01 00:45:00
708.3,302.4,370.66,106.39,21.3,461.9,184.59,Smoke,2024-01-01 00:45:02
447.13,133.59,166.06,267.73,92.23,276.4,328.17,Smoke,2024-01-01 00:45:04
427.51,257.08,216.33,139.68,12.74,221.29,171.75,Perfume,2024-01-01 00:45:06
944.29,118.39,429.31,379.6,78.18,831.53,426.69,Smoke,2024-01-01 00:45:08
1127.08,200.81,254.64,244.28,30.11,881.32,196.22,Combined,2024-01-01 00:45:10
811.7,244.62,307.44,335.29,44.66,1097.7,364.47,Combined,2024-01-01 00:45:12
460.31,90.74,192.35,198.13,18.32,518.14,264.01,Smoke,2024-01-01 00:45:14
261.82,181.6,75.0,116.01,4.91,153.57,47.69,No Gas,2024-01-01 00:45:16
485.13,238.01,164.25,176.4,29.38,452.52,226.6,Smoke,2024-01-01 00:45:18
514.14,237.4,274.37,214.17,27.82,933.19,119.53,Combined,2024-01-01 00:45:20
113.05,125.53,194.8,200.2,10.57,320.32,146.85,No Gas,2024-01-01 00:45:22
229.89,341.82,222.53,146.28,19.53,245.71,229.11,Perfume,2024-01-01 00:45:24
247.75,352.0,124.26,151.29,22.19,125.51,266.28,Perfume,2024-01-01 00:45:26
278.45,574.77,134.27,87.4,8.57,231.98,281.35,Perfume,2024-01-01 00:45:28
208.28,109.3,129.24,144.06,14.34,286.64,107.02,No Gas,2024-01-01 00:45:30
248.47,540.8,106.12,251.36,14.41,329.34,364.86,Perfume,2024-01-01 00:45:32
375.83,527.51,311.17,307.37,24.45,474.92,194.53,Combined,2024-01-01 00:45:34
177.52,176.67,254.63,205.13,21.94,310.44,76.93,No Gas,2024-01-01 00:45:36
119.75,75.81,219.53,132.71,16.41,256.6,52.02,No Gas,2024-01-01 00:45:38
108.58,593.95,464.57,183.18,41.18,1015.51,250.07,Combined,2024-01-01 00:45:40
290.93,186.52,220.27,163.21,6.72,131.17,32.65,No Gas,2024-01-01 00:45:42
727.7,366.04,346.12,411.38,20.61,1026.29,145.36,Combined,2024-01-01 00:45:44
742.94,97.12,271.26,332.63,73.34,366.29,234.49,Smoke,2024-01-01 00:45:46
178.85,82.88,166.83,147.21,9.93,126.61,37.24,No Gas,2024-01-01 00:45:48
634.78,399.89,612.17,166.39,80.57,519.47,224.03,Combined,2024-01-01 00:45:50
549.5,97.67,158.39,194.91,31.72,113.82,137.59,Smoke,2024-01-01 00:45:52
562.5,154.42,434.82,130.26,51.46,903.15,135.74,Smoke,2024-01-01 00:45:54
165.39,171.67,129.46,125.26,6.1,316.81,75.4,No Gas,2024-01-01 00:45:56
1014.39,93.55,338.23,145.16,83.73,575.31,137.34,Smoke,2024-01-01 00:45:58
266.43,57.73,264.73,75.25,19.15,265.34,56.85,No Gas,2024-01-01 00:46:00
224.93,169.84,94.22,80.47,6.14,228.66,66.49,No Gas,2024-01-01 00:46:02
648.18,369.55,701.45,279.29,81.19,811.23,200.79,Combined,2024-01-01 00:46:04
252.7,150.85,181.74,144.25,9.69,189.93,93.6,No Gas,2024-01-01 00:46:06
221.6,391.31,169.63,154.14,25.64,476.67,135.06,Perfume,2024-01-01 00:46:08
192.41,173.94,164.41,148.13,12.61,147.33,99.36,No Gas,2024-01-01 00:46:10
219.97,353.02,228.69,140.73,13.83,282.79,272.84,Perfume,2024-01-01 00:46:12
157.61,66.9,84.47,109.04,15.66,188.08,84.93,No Gas,2024-01-01 00:46:14
666.9,362.63,316.27,173.23,80.5,345.25,360.64,Combined,2024-01-01 00:46:16
687.45,179.74,245.51,159.44,40.3,327.1,301.66,Smoke,2024-01-01 00:46:18
101.55,113.67,184.21,195.51,9.54,156.79,66.34,No Gas,2024-01-01 00:46:20
215.48,93.4,123.69,77.73,13.51,238.41,126.39,No Gas,2024-01-01 00:46:22
237.83,115.6,287.77,199.03,5.14,265.1,112.28,No Gas,2024-01-01 00:46:24
665.06,98.36,181.98,190.67,98.42,730.64,161.83,Smoke,2024-01-01 00:46:26
304.37,142.33,78.15,195.07,9.75,348.16,53.52,No Gas,2024-01-01 00:46:28
885.26,473.12,568.38,237.58,27.78,566.88,259.15,Combined,2024-01-01 00:46:30
545.11,113.05,196.74,194.76,25.23,353.32,115.74,Smoke,2024-01-01 00:46:32
146.57,186.21,172.06,153.26,20.57,297.44,93.54,No Gas,2024-01-01 00:46:34
405.27,433.0,156.94,232.3,6.42,147.1,160.29,Perfume,2024-01-01 00:46:36
213.59,585.81,174.49,184.06,14.64,206.37,138.65,Perfume,2024-01-01 00:46:38
326.92,120.38,183.87,190.34,5.9,228.01,91.95,No Gas,2024-01-01 00:46:40
172.07,88.81,142.6,122.16,14.62,119.68,82.41,No Gas,2024-01-01 00:46:42
86.98,131.07,216.61,130.36,19.69,443.96,78.62,No Gas,2024-01-01 00:46:44
274.57,319.35,129.78,239.52,24.52,337.17,333.12,Perfume,2024-01-01 00:46:46
254.73,329.35,108.57,125.53,15.55,344.21,106.35,Perfume,2024-01-01 00:46:48
1066.43,82.49,194.76,346.49,66.99,246.04,122.52,Smoke,2024-01-01 00:46:50
402.32,408.44,314.23,260.92,38.13,598.93,170.54,Combined,2024-01-01 00:46:52
993.42,124.04,274.53,351.42,35.75,899.19,203.74,Combined,2024-01-01 00:46:54
911.76,208.27,167.26,284.35,46.59,341.66,323.48,Smoke,2024-01-01 00:46:56
1136.47,162.18,596.61,247.33,23.6,326.42,87.78,Combined,2024-01-01 00:46:58
106.59,127.22,244.19,173.1,23.95,191.71,118.06,No Gas,2024-01-01 00:47:00
95.76,142.62,159.59,82.21,18.92,194.0,42.9,No Gas,2024-01-01 00:47:02
277.73,60.07,155.88,102.36,6.3,252.15,62.15,No Gas,2024-01-01 00:47:04
104.71,129.9,96.85,138.07,18.72,241.79,58.79,No Gas,2024-01-01 00:47:06
647.98,63.88,265.74,189.94,44.13,453.08,154.88,Smoke,2024-01-01 00:47:08
866.79,374.81,391.53,366.93,46.52,646.74,210.77,Combined,2024-01-01 00:47:10
212.75,144.8,114.9,164.54,14.57,95.49,85.57,No Gas,2024-01-01 00:47:12
239.96,134.75,201.17,94.94,19.34,377.44,126.91,No Gas,2024-01-01 00:47:14
545.35,164.44,302.06,269.27,74.22,498.69,165.9,Smoke,2024-01-01 00:47:16
485.18,534.73,609.31,417.1,24.26,1418.64,109.97,Combined,2024-01-01 00:47:18
269.76,135.14,133.82,102.68,17.93,293.9,54.25,No Gas,2024-01-01 00:47:20
715.5,292.67,101.33,162.58,57.02,166.18,263.49,Smoke,2024-01-01 00:47:22
196.25,87.35,89.41,130.19,13.56,110.97,47.24,No Gas,2024-01-01 00:47:24
188.91,141.82,229.0,94.78,11.29,324.29,43.9,No Gas,2024-01-01 00:47:26
962.9,528.71,374.5,273.6,50.44,940.14,312.38,Combined,2024-01-01 00:47:28
688.73,356.21,340.74,399.74,23.43,597.61,312.08,Combined,2024-01-01 00:47:30
121.74,174.85,117.28,109.46,9.29,140.43,130.11,No Gas,2024-01-01 00:47:32
892.03,173.64,189.14,270.47,50.88,345.56,200.65,Combined,2024-01-01 00:47:34
216.96,437.22,106.81,86.82,22.02,315.69,82.68,Perfume,2024-01-01 00:47:36
1530.31,181.68,310.85,142.68,32.44,373.53,209.88,Combined,2024-01-01 00:47:38
473.92,148.53,260.98,242.57,34.64,582.01,146.2,Smoke,2024-01-01 00:47:40
1018.46,117.84,183.36,300.58,66.32,418.42,83.4,Smoke,2024-01-01 00:47:42
1577.86,237.53,145.64,69.7,94.05,456.06,127.89,Smoke,2024-01-01 00:47:44
305.63,161.73,249.19,131.45,10.72,329.15,115.28,Perfume,2024-01-01 00:47:46
169.68,94.15,278.76,173.89,18.95,131.71,41.91,No Gas,2024-01-01 00:47:48
307.5,88.96,149.52,185.09,19.54,261.28,78.2,No Gas,2024-01-01 00:47:50
151.8,197.61,146.06,123.19,15.14,115.5,89.59,No Gas,2024-01-01 00:47:52
374.85,286.97,269.7,55.18,10.19,294.07,373.86,Perfume,2024-01-01 00:47:54
270.06,80.37,153.55,79.47,10.49,222.56,63.84,No Gas,2024-01-01 00:47:56
235.08,174.68,144.94,155.44,9.25,145.96,312.71,Perfume,2024-01-01 00:47:58
1437.27,221.27,323.61,341.49,29.89,791.22,217.33,Combined,2024-01-01 00:48:00
151.3,36.16,187.38,200.47,5.58,374.97,102.31,No Gas,2024-01-01 00:48:02
130.09,168.34,200.81,127.42,4.53,455.78,212.96,Perfume,2024-01-01 00:48:04
608.16,109.85,372.91,127.67,24.96,755.63,330.51,Smoke,2024-01-01 00:48:06
1075.54,141.76,183.34,115.0,46.12,254.72,363.61,Combined,2024-01-01 00:48:08
320.67,123.5,91.14,147.5,10.87,339.99,116.63,No Gas,2024-01-01 00:48:10
154.77,287.09,160.27,189.42,22.6,141.92,113.96,Perfume,2024-01-01 00:48:12
1389.92,181.56,187.48,287.45,64.19,650.72,233.2,Combined,2024-01-01 00:48:14
743.27,492.74,281.62,381.32,73.01,616.36,243.98,Combined,2024-01-01 00:48:16
252.46,233.37,319.64,167.17,18.44,220.02,132.1,Perfume,2024-01-01 00:48:18
1047.24,271.12,377.83,83.95,57.31,145.79,180.96,Smoke,2024-01-01 00:48:20
157.67,535.77,189.91,226.64,14.9,129.74,309.21,Perfume,2024-01-01 00:48:22
660.31,345.31,462.51,277.83,80.86,547.06,279.02,Combined,2024-01-01 00:48:24
674.59,142.12,131.55,263.69,19.73,238.85,215.7,Smoke,2024-01-01 00:48:26
113.97,55.68,110.68,91.35,14.87,230.15,59.41,No Gas,2024-01-01 00:48:28
564.02,282.73,288.28,132.48,81.62,437.11,215.97,Combined,2024-01-01 00:48:30
329.88,149.04,138.04,331.86,7.46,286.8,156.98,Perfume,2024-01-01 00:48:32
197.75,420.53,179.39,178.6,17.11,245.53,338.57,Perfume,2024-01-01 00:48:34
179.53,130.85,106.35,199.1,11.35,203.23,37.89,No Gas,2024-01-01 00:48:36
379.93,161.84,183.78,64.93,5.21,141.77,132.6,Perfume,2024-01-01 00:48:38
173.51,151.89,137.84,162.12,19.46,107.08,33.72,No Gas,2024-01-01 00:48:40
154.25,344.29,150.38,201.38,8.85,182.81,308.38,Perfume,2024-01-01 00:48:42
308.02,209.97,126.33,175.51,13.61,293.86,116.34,No Gas,2024-01-01 00:48:44
266.64,130.12,281.43,202.14,13.86,134.15,120.99,Perfume,2024-01-01 00:48:46
641.05,217.83,242.25,126.84,22.59,812.56,114.34,Combined,2024-01-01 00:48:48
263.85,197.24,94.62,95.85,15.28,197.86,63.8,No Gas,2024-01-01 00:48:50
524.24,97.61,177.17,290.7,83.98,351.87,452.16,Combined,2024-01-01 00:48:52
668.72,136.97,338.36,83.14,88.24,279.5,169.39,Smoke,2024-01-01 00:48:54
1296.79,231.34,258.79,193.32,35.41,947.89,276.54,Combined,2024-01-01 00:48:56
249.88,77.38,139.8,228.19,10.26,401.77,65.87,Perfume,2024-01-01 00:48:58
732.82,275.22,436.19,214.84,57.07,830.62,129.49,Smoke,2024-01-01 00:49:00
360.27,288.71,216.74,84.21,7.67,390.6,257.54,Perfume,2024-01-01 00:49:02
695.67,141.13,210.64,251.28,39.34,609.08,366.94,Combined,2024-01-01 00:49:04
307.63,216.87,82.82,178.85,23.9,459.47,362.18,Smoke,2024-01-01 00:49:06
268.62,88.23,159.98,155.39,14.49,198.14,37.57,No Gas,2024-01-01 00:49:08
329.74,332.79,234.87,146.8,20.57,219.32,398.18,Perfume,2024-01-01 00:49:10
868.92,98.21,520.22,189.6,69.05,1258.08,143.93,Combined,2024-01-01 00:49:12
276.96,139.4,168.06,232.52,23.12,101.55,157.28,Perfume,2024-01-01 00:49:14
193.55,472.15,120.5,71.44,18.48,240.55,191.75,Perfume,2024-01-01 00:49:16
611.88,87.15,248.89,140.83,64.18,427.41,212.15,Smoke,2024-01-01 00:49:18
1488.02,204.85,355.65,220.64,45.57,215.87,94.41,Combined,2024-01-01 00:49:20
123.05,195.91,203.82,200.81,13.19,153.91,87.89,No Gas,2024-01-01 00:49:22
408.71,54.6,152.37,299.16,112.89,272.16,213.04,Smoke,2024-01-01 00:49:24
207.09,157.42,125.15,228.46,18.79,294.22,87.05,No Gas,2024-01-01 00:49:26
130.93,46.46,155.01,160.54,12.07,281.94,111.3,No Gas,2024-01-01 00:49:28
186.07,122.43,186.35,130.7,13.54,367.61,48.23,No Gas,2024-01-01 00:49:30
133.12,70.09,107.52,227.48,11.23,293.85,128.54,No Gas,2024-01-01 00:49:32
126.51,419.16,214.2,230.83,5.36,209.32,282.84,Perfume,2024-01-01 00:49:34
110.83,80.12,70.45,237.34,17.77,277.29,75.02,No Gas,2024-01-01 00:49:36
1207.77,69.77,122.24,124.55,60.63,432.72,249.07,Smoke,2024-01-01 00:49:38
205.35,88.98,92.77,100.86,21.26,177.51,95.1,No Gas,2024-01-01 00:49:40
183.21,128.34,150.15,268.92,7.8,332.29,112.87,No Gas,2024-01-01 00:49:42
96.86,96.56,273.93,184.86,24.53,178.96,98.04,No Gas,2024-01-01 00:49:44
257.42,56.1,98.1,149.19,19.44,318.25,42.88,No Gas,2024-01-01 00:49:46
265.97,348.83,155.68,167.43,20.79,327.92,328.28,Perfume,2024-01-01 00:49:48
336.84,613.49,257.46,79.44,18.0,307.37,249.68,Perfume,2024-01-01 00:49:50
280.18,235.17,118.59,202.17,19.12,241.56,200.11,Perfume,2024-01-01 00:49:52
720.34,273.94,215.92,190.83,108.43,510.34,214.87,Smoke,2024-01-01 00:49:54
144.01,161.8,97.8,94.62,16.87,390.95,71.87,No Gas,2024-01-01 00:49:56
564.06,277.62,436.84,208.78,92.7,431.73,59.83,Combined,2024-01-01 00:49:58
729.95,94.29,271.37,267.77,78.15,777.32,244.16,Smoke,2024-01-01 00:50:00
954.92,107.57,403.51,233.29,119.45,748.11,122.77,Smoke,2024-01-01 00:50:02
212.8,171.26,161.13,130.89,10.83,105.93,60.04,No Gas,2024-01-01 00:50:04
251.84,144.44,142.19,155.99,20.15,78.3,71.36,No Gas,2024-01-01 00:50:06
128.54,159.8,117.45,112.57,29.32,146.08,106.75,No Gas,2024-01-01 00:50:08
161.34,119.14,124.63,175.54,4.95,224.95,66.87,No Gas,2024-01-01 00:50:10
639.85,189.52,266.91,190.09,31.24,473.64,117.77,Smoke,2024-01-01 00:50:12
339.55,173.0,331.55,243.74,24.51,602.55,150.93,Smoke,2024-01-01 00:50:14
266.24,599.81,257.4,116.38,13.53,182.41,428.79,Perfume,2024-01-01 00:50:16
158.23,267.26,144.17,105.18,16.77,115.38,351.15,Perfume,2024-01-01 00:50:18
1003.11,69.52,121.14,149.49,65.8,920.2,216.23,Combined,2024-01-01 00:50:20
292.14,474.37,178.32,112.29,17.45,261.21,111.3,Perfume,2024-01-01 00:50:22
643.12,328.13,307.42,218.97,71.92,408.16,101.34,Combined,2024-01-01 00:50:24
261.37,121.81,104.39,244.98,8.55,318.01,86.34,No Gas,2024-01-01 00:50:26
201.45,200.59,147.46,206.36,11.04,204.55,31.82,No Gas,2024-01-01 00:50:28
254.4,182.03,122.83,194.14,8.11,123.4,97.88,No Gas,2024-01-01 00:50:30
315.66,360.83,154.15,172.9,25.43,132.13,351.16,Perfume,2024-01-01 00:50:32
1335.83,197.77,270.29,224.84,82.22,663.69,215.17,Combined,2024-01-01 00:50:34
308.82,191.42,80.41,117.96,6.83,357.43,53.35,No Gas,2024-01-01 00:50:36
233.5,270.86,542.89,229.51,47.04,512.11,125.51,Combined,2024-01-01 00:50:38
268.55,131.78,249.13,295.36,19.01,197.16,38.06,No Gas,2024-01-01 00:50:40
376.92,212.52,480.86,328.62,28.68,740.05,146.08,Combined,2024-01-01 00:50:42
115.79,56.95,91.02,191.79,17.87,294.05,55.8,No Gas,2024-01-01 00:50:44
226.84,150.78,198.49,100.14,7.48,243.68,99.14,No Gas,2024-01-01 00:50:46
747.38,255.05,331.4,79.99,82.68,818.69,144.01,Smoke,2024-01-01 00:50:48
